"","Title","Best_Match","Similarity"
"129","ON THE RELIABILITY OF EXPERT IDENTIFICATION OF SMALL-MEDIUM SIZED MAMMALS FROM CAMERA TRAP PHOTOS.","REVIEW OF SOME ACTUAL METHODS OF STORAGE, PROCESSING AND ANALYSIS OF DATA FROM CAMERA TRAPS IN ZOOLOGICAL RESEARCH","0.220095693779904"
"130","Common leopard and snow leopard co-existence in Sanjiangyuan, Qinghai, China.","Ocelot (Leopardus pardalis) Density in Central Amazonia","0.174603174603175"
"131","THE ORION CAMERA SYSTEM, A NEW METHOD FOR DEPLOYING CAMERA TRAPS IN TREE CANOPY TO STUDY ARBOREAL PRIMATES AND OTHER MAMMALS: A CASE STUDY IN PANAMA.","A COMPLEX APPROACH TO STUDY THE AMUR LEOPARD USING CAMERA TRAPS IN PROTECTED AREAS IN THE SOUTHWEST OF PRIMORSKY KRAI (RUSSIAN FAR EAST)","0.207142857142857"
"132","Distribution update. New records of bush dog in Panama.","Distributional shifts in a biodiversity hotspot","0.28"
"133","New record for bush dog in Amapa State, Eastern Brazilian Amazonia.","Records of the bush dog (Speothos venaticus) in Central Amazonia, Brazil","0.253731343283582"
"134","Identifying Individual Snow Leopards from Camera Trap Images","Identifying individual cougars (Puma concolor) in remote camera images - implications for population estimates","0.311377245508982"
"135","Coupling visitor and wildlife monitoring in protected areas using camera traps","Scoring Body Condition in Wild Baird's Tapir (Tapirus bairdii) Using Camera Traps and Opportunistic Photographic Material","0.244897959183674"
"136","Systematic survey efforts of the African golden cat - Part 2. Results from Uganda.","Estimation of the Numbers of the Far Eastern Leopard (Panthera pardus) in Russia","0.24203821656051"
"137","Camera trap records of rusty-spotted cat from Similipal Tiger Reserve, Odisha, India.","CAMERA TRAP RECORDS OF TERRESTRIALITY IN FIVE PERUVIAN PRIMATE COMMUNITIES","0.348387096774194"
"138","FIRST PHOTOGRAPHIC DOCUMENTATION AND DISTRIBUTION OF THE SMOOTH-COATED OTTER Lutrogale perspicillata IN SIMILIPAL TIGER RESERVE, ODISHA, INDIA.","First photographic records of bush dogs (Speothos venaticus) from camera-traps in Guyana","0.241071428571429"
"139","ASIAN ELEPHANT How elephants learn to cope: a camera trap study from Kodagu, India.","Defaunation of large mammals leads to an increase in seed predation in the Atlantic forests","0.198830409356725"
"140","A Survey of Mammals and Birds Diversity in Jianfengling District of Hainan Province by Using Camera-Trapping.","A survey of mammals and birds using camera traps in Badagongshan Forest Dynamics Plot, Central China","0.330097087378641"
"141","Status of the common leopard in Afghanistan.","Record of the ocelot (Leopardus pardalis) in the state of Zacatecas, Mexico","0.31304347826087"
"142","And then there was one: a camera trap survey of…","And Then There Was One: a camera trap survey of the declining population of African Elephants in Knysna, South Africa","0.567901234567901"
"143","DISTRIBUTION OF PACIFIC MARTEN IN COASTAL OREGON.","Distribution of Female Wolverines Relative to Snow Cover, Alberta, Canada","0.319327731092437"
"144","NEW OBSERVATIONS OF LIVING Echimys saturnus (DARK TREE RAT, ECHIMYIDAE) FROM EASTERN ECUADOR","Effects of human traffic on use of trails by mammals in lowland forest of eastern Ecuador","0.235955056179775"
"145","Ocelot (Leopardus pardalis) density in Eastern Ecuador based on capture-recapture analyses of camera trap data.","Ocelot (Leopardus pardalis) Density in Central Amazonia","0.4875"
"146","The first record of caracal in Bamu National Park, Iran.","The First Record of Melanistic Leopard in Udanti-Sitanadi Tiger Reserve, Chhattisgarh, India","0.335664335664336"
"147","First photographic record of a serval in Bwindi Impenetrable National Park, south-western Uganda.","First photographic record of marbled cat Pardofelis marmorata Martin, 1837 Mammalia, Carnivora, Felidae) in Nepal","0.315270935960591"
"148","Habitat utilization of the Sumatran rhinos (Dicerorhinus sumatrensis harrissoni) in Kutai Barat forest, East Kalimantan, Indonesia.","Habitat suitability and movement corridors of grey wolf (Canis lupus) in Northern Pakistan","0.186915887850467"
"149","Recent records of fishing cat and its conservation in coastal South India.","Recent records of Large-spotted Civet Viverra megaspila from Peninsular Malaysia","0.276315789473684"
"150","Analysis on the habitat use of bearded pigs in Sarawak.","Behavior of the European brown bear at rub trees","0.274509803921569"
"151","Simulation study to inform the design of wildcat camera trap monitoring protocols.","Accurate population estimation of Caprinae using camera traps and distance sampling","0.231707317073171"
"152","Differentiating Asiatic Black Bears and Sun Bears From Camera-Trap Photographs.","DISTRIBUTION OF ASIATIC BLACK BEAR AND ITS INTERACTION WITH HUMANS IN JIGME SINGYE WANGCHUCK NATIONAL PARK, BHUTAN","0.294736842105263"
"153","Macho Uno: a sign of hope for the jaguars of Corcovado National Park, Costa Rica.","Camera trap survey for mammals and birds in the Houhe National Nature Reserve, Hubei Province","0.211764705882353"
"154","Large wild mammals detected by camera trap in Soku Wildlife Reservoir Area.","Temporal road closures improve habitat quality for wildlife","0.225563909774436"
"155","Occurrence of melanistic leopard in Odisha, eastern India.","Occurrence of invasive mammals in southern Nahuel Huapi National Park","0.32"
"156","Bornean clouded leopard minimum home range analysis, Indonesian Borneo.","Reserves as double-edged sword: Avoidance behavior in an urban-adjacent wildland","0.164383561643836"
"157","Detection of a snow leopard population in northern Bortala, Xinjiang, China.","The brown bear Ursus arctos population in Lar Wildlife Refuge, northern Iran","0.256756756756757"
"158","Land management strategies can increase oil palm plantation use by some terrestrial mammals in Colombia","Do conservation strategies that increase tiger populations have consequences for other wild carnivores like leopards?","0.191780821917808"
"159","Camera trapping of long-tailed goral (Naemorhedus caudatus) in BaekAm and Geumjong Mountains, South Korea.","Camera trapping of medium and large-sized mammals in western Black Sea deciduous forests in Turkey","0.303030303030303"
"160","Estimating population density of leopard cat (Prionailurus bengalensis) from camera traps in Maekdo riparian park, South Korea.","Estimating Population Density From Presence-Absence Data Using a Spatially Explicit Model","0.303317535545024"
"161","Mammal communities are larger and more diverse in moderately developed areas","Marine communities of the newly created Kawesqar National Reserve, Chile: From glaciers to the Pacific Ocean","0.230769230769231"
"162","Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil","Contribution of wildlife management units to the conservation of terrestrial mammals in southeastern Mexico","0.252336448598131"
"163","The first camera-trap images of the little-known Sulawesi Woodcock Scolopax celebensis from the Minahasa Peninsula, Sulawesi, Indonesia","Combining camera-trapping and noninvasive genetic data in a spatial capture-recapture framework improves density estimates for the jaguar","0.180451127819549"
"164","Results of Project on Supplemental Feeding of Vultures in Ustyurt State Nature Reserve (Kazakhstan) in 2016.","Effects of coordinated poison-baiting programs on survival and abundance in two red fox populations","0.177339901477833"
"165","First camera trap record of Persian leopard in Ustyurt State Nature Reserve, Kazakhstan.","FIRST CAMERA TRAP RECORD OF NAKED-TAILED ARMADILLO Cabassous centralis (CINGULATA, CHLAMYPHORIDAE) IN CORDOBA DEPARTMENT, COLOMBIA","0.33175355450237"
"166","Probability of presence of terrestrial mammals in the buffer zone of a protected area in southeast Peru.","Wildlife inventory from camera-trapping surveys in the Azores (Pico and Terceira islands)","0.17989417989418"
"167","Second record of a melanistic Asiatic golden cat in Sumatra.","Recent records of dhole (Cuon alpinus, Pallas 1811) in Uttarakhand, Western Himalaya, India","0.248275862068966"
"168","Distribution of the dhole in its northern range limits in the Western Ghats, India.","Distribution patterns of wild felids (Carnivora: Felidae) in the dry tropics of Central-Western Mexico","0.301675977653631"
"169","Camera Traps Unveil Enigmatic Crop Raiders in Udawalawe, Sri Lanka.","Camera Traps Can Be Heard and Seen by Animals","0.290909090909091"
"170","New record of Asiatic wildcat from Central Indian landscape.","New record of giant anteater Myrmecophaga tridactyla (Pilosa, Myrmecophagidae) in Northeast Brazil","0.25974025974026"
"171","First photographic record of Asiatic wildcat in Bandhavgarh TR, India.","First photographic record of marbled cat Pardofelis marmorata Martin, 1837 Mammalia, Carnivora, Felidae) in Nepal","0.384180790960452"
"172","First photographic record of the Persian leopard in Kurdistan, northern Iraq.","First photographic record of marbled cat Pardofelis marmorata Martin, 1837 Mammalia, Carnivora, Felidae) in Nepal","0.41304347826087"
"173","Direct observations on the behaviour and group patterns of Bawean warty pigs (Sus blouchi) on Bawean island, Indonesia.","Dyadic associations reveal clan size and social network structure in the fission-fusion society of spotted hyaenas","0.219298245614035"
"174","The lowland tapir Tapirus terrestris is back to the largest protected area of Cerrado in the state of Sao Paulo, Brazil.","The role of human outdoor recreation in shaping patterns of grizzly bear-black bear co-occurrence","0.234741784037559"
"175","Record of a mountain tapir attacked by an Andean bear on a camera trap.","Sooner, closer, or longer: detectability of mesocarnivores at camera traps","0.25531914893617"
"176","New camera-trap records for bush dog (Speothos venaticus) in Colombia.","Apex predators decline after an influx of pastoralists in former Central African Republic hunting zones","0.201183431952663"
"177","Distribution and uses of armadillos in flooded savannas of Arauca, Colombia.","Distribution and habitat preference of roe deer (Capreolus capreolus L.) in Duzce Province (Turkey)","0.297619047619048"
"178","Parameter-expanded data augmentation for Bayesian analysis of capture-recapture models","Robust ecological analysis of camera trap data labelled by a machine learning model","0.167664670658683"
"179","The camera trap as a powerful tool for mammal sightings to improve the knowledge of species distribution and diversity records in Colombia.","Are camera traps a reliable method for estimating activity patterns? A case study comparing technologies for estimating brown hyaena activity curves","0.189473684210526"
"180","A golden soldierfly, Ptecticus aurifer, hints suitable locations for automatic trail camera targeting Japanese badger.","The road less travelled: assessing variation in mammal detection probabilities with camera traps in a semi-arid biodiversity hotspot","0.163265306122449"
"181","First record of Hose's Civet Diplogale hosei from Indonesia, and records of other carnivores in the Schwaner Mountains, Central Kalimantan, Indonesia","First record of Honey Badger Mellivora capensis in Deukhuri Valley, Dang district, mid-western Nepal","0.214876033057851"
"182","ECOLOGY OF SAMBAR DEER (Cervus unicolor KERR, 1792) IN SALAKPRA WILDLIFE SANCTUARY, KANCHANABURI PROVINCE.","EVALUATION OF ROAD EXPANSION AND CONNECTIVITY MITIGATION FOR WILDLIFE IN SOUTHERN CALIFORNIA","0.196891191709845"
"183","Distribution Records and Reported Sightings of the White-nosed Coati (Nasua narica) in Texas, with Comments on the Species' Population and Conservation Status.","Cost-benefit analysis of increasing sampling effort in a baited-camera trap survey of an African leopard (Panthera pardus) population","0.205673758865248"
"184","Short Communication: Javan Leopard Cat (Prionailurus bengalensis javanensis Desmarest, 1816) in the Cisokan non-conservation forest areas, Cianjur, West Java, Indonesia.","Use of raised plastic water-pipes by Common Palm Civet Paradoxurus hermaphroditus for habitat connectivity in an anthropogenic environment in West Java, Indonesia","0.15625"
"185","Short Communication: The existence of Javan Leopard (Panthera pardus melas Cuvier, 1809) in the non-conservation forest areas of Cisokan, Cianjur, West Java, Indonesia.","Abundance and density estimates for common leopard Panthera pardus and clouded leopard Neofelis nebulosa in Manas National Park, Assam, India","0.241610738255034"
"186","First pictures of a hunting African golden cat.","First nestings of the Baillon's Crake Zapornia pusilla in Wallonia","0.27027027027027"
"187","PhotoMAT: A Mobile Tool for Aiding in Student Construction of Research Questions and Data Analysis","The hidden risk of using umbrella species as conservation surrogates: A spatio-temporal approach","0.198952879581152"
"188","Trail cameras are a key monitoring tool for determining target and non-target bait-take during rodent removal operations: evidence from Desecheo Island rat eradication.","Using camera trap to investigate animal diversity in Hunan Gaowangjie National Nature Reserve","0.155642023346304"
"189","Nepal's first Pallas's cat.","METROPOLITAN MAMMALS: UNDERSTANDING THE THREATS INSIDE AN URBAN PROTECTED AREA","0.138613861386139"
"190","The re-emergence of African White-backed Vultures (Gyps africanus), White-headed Vultures (Trigonoceps occipitalis) and Lappet-faced Vultures (Torgos tracheliotos) in Liwonde National Park, Malawi.","The new faces of nest predation in agricultural landscapesa wildlife camera survey with artificial nests","0.125"
"191","Non-Panthera cat records from big cat monitoring in Huai Kha Khaeng Wildlife Sanctuary.","Small carnivore records from Meru Betiri National Park, East Java","0.214765100671141"
"192","Strategy of female tigers to avoid infanticide","Efficacy of Trail Cameras to Identify Individual Florida Panthers","0.27027027027027"
"193","DIVERSITY AND ABUNDANCE OF CARNIVOROUS MAMMALS IN SALAK PHRA WILDLIFE SANCTUARY, KANCHANABURI PROVINCE.","Diversity and occupancy of small carnivores within oil palm plantations in central Sumatra, Indonesia","0.228855721393035"
"194","How Does Spatial Study Design Influence Density Estimates from Spatial Capture-Recapture Models?","The spatial distribution and population density of tigers in mountainous terrain of Bhutan","0.195652173913043"
"195","Range extension of Northern Naked-tailed Armadillo, Cabassous centralis Miller, 1899 (Mammalia, Cingulata, Chlamyphoridae), in Belize.","FIRST CAMERA TRAP RECORD OF NAKED-TAILED ARMADILLO Cabassous centralis (CINGULATA, CHLAMYPHORIDAE) IN CORDOBA DEPARTMENT, COLOMBIA","0.4"
"196","Evidences for the Lynx recovery in Bulgaria: the Lynx discovered in Western Rhodopes.","Evidence for rodent- pollination in Erica lanuginosa (Ericaceae)","0.222222222222222"
"197","Camera trap study on melanistic leopard population in Kali Tiger Reserve.","Camera trap survey of wildlife in Buergen Beaver National Nature Reserve, Xinjiang","0.326797385620915"
"198","Home range size of the dhole estimated from camera-trap surveys.","Home range size in central chimpanzees (Pan troglodytes troglodytes) from Loango National Park, Gabon","0.25"
"199","Monitoring of Released Eld's Deer and Hog Deer in Wiang Lor Wildlife Sanctuary, Prayao Province.","Wild Asian elephant Elephas maximus population in Salakpra Wildlife Sanctuary, Thailand","0.301675977653631"
"200","Deforestation and it is Implications for Sumatran tigers in Bukit Barisan Selatan National Park, Sumatra.","Use of mineral licks by mammals and birds in hunted and non-hunted areas of Yasuni National Park, Ecuador","0.203883495145631"
"201","Camera trapping of large mammals in Chhep Wildlife Sanctuary, northern Cambodia.","Camera trapping ocelots: an evaluation of felid attractants","0.308823529411765"
"202","African golden cat confirmed in Mpem et Djim National Park, Cameroon.","African golden cats, citizen science, and serendipity: tapping the camera trap revolution","0.313725490196078"
"203","Recent distribution records, threats and conservation priorities of small cats in Thailand.","Camera-trapping in wildlife research and conservation in China: review and outlook","0.272189349112426"
"204","Six felid species occur outside protected areas in southcentral Bhutan.","Wild Meat Species, Climate Change, and Indigenous Amazonians","0.203125"
"205","Elephant (Elephas maximus) temporal activity, distribution, and habitat use patterns on the tiger's forgotten trails across the seasonally dry, subtropical, hilly Churia forests of Nepal","Opportunity for Thailand's forgotten tigers: assessment of the Indochinese tiger Panthera tigris corbetti and its prey with camera-trap surveys","0.144200626959248"
"206","First camera trap record of pack hunting dholes in Chitwan National Park, Nepal.","FIRST CAMERA TRAP RECORD OF NAKED-TAILED ARMADILLO Cabassous centralis (CINGULATA, CHLAMYPHORIDAE) IN CORDOBA DEPARTMENT, COLOMBIA","0.315270935960591"
"207","First photographic evidence of a Pallas's cat in Jigme Dorji National Park, Bhutan.","First Photographic Evidence of Flat-Headed Cats (Prionailurus planiceps) in Pasoh Forest Reserve, Peninsular Malaysia","0.362694300518135"
"208","Record of two jaguar cubs suckling from their mother in the wild.","Record of the ocelot (Leopardus pardalis) in the state of Zacatecas, Mexico","0.25"
"209","Mating behaviour of Indian leopard.","Marking behavior of Andean bears in an Ecuadorian cloud forest: a pilot study","0.236363636363636"
"210","Arabian sand cats in 'Uruq Bani Ma'arid reserve, Empty Quarter of Saudi Arabia.","Software for minimalistic data management in large camera trap studies","0.179310344827586"
"211","Camera traps in beaver burrows: monitoring of species diversity, habitat and season effects.","CAMERA TRAP RECORDS OF TERRESTRIALITY IN FIVE PERUVIAN PRIMATE COMMUNITIES","0.269938650306748"
"212","Investigation of fallow deer (Cervus dama L.) population densities by camera trap method in Antalya Duzlercami Esenadasi Breeding Station.","An evaluation of camera trap performance - What are we missing and does deployment height matter?","0.200873362445415"
"213","First photographic record of rusty-spotted cat from Thane Forest Division, India.","First photographic records of bush dogs (Speothos venaticus) from camera-traps in Guyana","0.355828220858896"
"214","Social interaction and co-occurrence of colour mophs of the Asiatic golden cat, Bhutan.","Effects of vehicle-passing frequency on forest roads on the activity patterns of carnivores","0.241379310344828"
"215","Camera traps reveal Amur tiger breeding in NE China.","Camera Traps Detect Prey of Northern Carnivores","0.36734693877551"
"216","Using camera traps to generate a species inventory for medium-sized…","Using camera traps to generate a species inventory for medium-sized and large mammals in South West Zimbabwe","0.758620689655172"
"217","THE CONSERVATION STATUS OF OTTERS IN PREK TOAL CORE AREA, TONLE SAP LAKE, CAMBODIA.","The conservation status of small carnivores in the Ke Go - Khe Net Lowlands, Central Vietnam","0.341176470588235"
"218","The decline of non-Panthera cat species in Vietnam.","Coexistence of large carnivore species in relation to their major prey in Thailand","0.274809160305344"
"219","Confirmation of the continued presence of the maned wolf in Peru.","Confirmation of the presence of the Japanese giant flying squirrel Petaurista leucogenys (Rodentia, Sciuridae) in Saga, northwestern Kyushu, Japan","0.253658536585366"
"220","Population dynamics and threats to an apex predator outside protected areas: implications for carnivore management","Population dynamics and space use of wild boar in a tropical forest, Southwest China","0.316326530612245"
"221","Using Motion Detection Cameras to Monitor Common Loon Nests in the Turtle Flambeau Flowage Scenic Waters Area, 2012.","Using machine learning to predict habitat suitability of sloth bears at multiple spatial scales","0.200956937799043"
"222","Abundance and Distribution of Some Viverrid Species in Huai Kha Khaeng Wildlife Sanctuary.","Diversity and distribution of small carnivores in a miombo woodland within the Katavi region, Western Tanzania","0.242424242424242"
"223","Binocular Camera Trap for Wildlife Detection","Automatic Camera Selection in the Context of Basketball Game","0.269230769230769"
"224","Filling the gap - Melanistic jaguars in Panama.","FINDING AREAS OF MOTION IN CAMERA TRAP IMAGES","0.244444444444444"
"225","Fishing cat camera trapped in Babai Valley of Bardia National Park, Nepal.","Camera trap survey of mammals in the Fazao-Malfakassa National Park, Togo, West Africa","0.258064516129032"
"226","UPDATE ON THE MAMMALS OF CHINATI MOUNTAINS STATE NATURAL AREA, TEXAS.","Use of environmental DNA (eDNA) in streams to detect feral swine (Sus scrofa)","0.2"
"227","Biodiversity Assessment of Mammal and Bird Species from Camera Trap Data in Yanchiwan National Nature Reserve, Gansu Province, China.","How many feral cats can be individually identified from camera trap images? Population monitoring, ecological utility and camera trap settings","0.222222222222222"
"228","Abundance, prey, and activity period of dholes (Cuon alpinus) in Khao Yai National Park, Thailand.","Small mammal daily activity periods derived using AHDriFT camera traps","0.259259259259259"
"229","Non-volant mammalian species richness in the ecotonal Brazilian midnorth: checklist for Maranhao State","Non-volant mammals of the Ibura National Forest, northeastern Brazil","0.240963855421687"
"230","Research of golden jackal (Canis aureus) in the Nature Park Lonjsko Polje by acoustic and camera traps methods.","Revealing kleptoparasitic and predatory tendencies in an African mammal community using camera traps: a comparison of spatiotemporal approaches","0.184"
"231","USE OF MULTI-LAYER CAMERA TRAPPING TO INVENTORY MAMMALS IN RAINFORESTS IN SOUTHEAST CAMEROON.","The Use of Remote Camera Trapping to Study Cheetahs: Past Reflections and Future Directions","0.276243093922652"
"232","Ecology of an ocelot population at the northern edge of the species' distribution in northern Sonora, Mexico","Estimating occupancy of the Vulnerable northern tiger cat Leopardus tigrinus in Caatinga drylands","0.226600985221675"
"233","Environmental factors influencing the abundance of four species of threatened mammals in degraded habitats in the eastern Brazilian Amazon","Environmental factors regulate occupancy of free-ranging dogs on a sub-Antarctic island, Chile","0.244541484716157"
"234","The effect of communal litter box provision on the defecation behavior of free-roaming cats in old-town Onomichi, Japan","How dependent are ownerless free-roaming cats on water supplied by voluntary cat caretakers in old-town Onomichi, Japan?","0.275862068965517"
"235","New records of predation attempt on Rhinella spp. in the Atlantic Forest: The importance of camera trap in recording species natural history.","New records of the critically endangered Ecuadorian white-fronted capuchin (Cebus aequatorialis) detected by remote cameras","0.193798449612403"
"236","Rewilding of Fukushima's human evacuation zone","Rewilding cities","0.327868852459016"
"237","Diversity, abundance, activity period, and factors affecting the appearance of wildlife around the corridors between Khao Yai-Thap Lan National Parks, Thailand by camera trapping.","Habitat fragmentation and anthropogenic factors affect wildcat Felis silvestris silvestris occupancy and detectability on Mt Etna","0.139072847682119"
"238","Automated Image Recognition for Wildlife Camera Traps: Making it Work for You","Effect of Lure on Detecting Mammals with Camera Traps","0.279069767441861"
"239","Recognition in terra incognita","Composition Context Photography","0.327868852459016"
"240","Towards automatic detection of animals in camera-trap images","Zilong: A tool to identify empty images in camera-trap data","0.344827586206897"
"241","Application of deep learning to camera trap data for ecologists in planning/engineering--Can captivity imagery train a model which generalises to the wild?","Can citizen science analysis of camera trap data be used to study reproduction? Lessons from Snapshot Serengeti program","0.215613382899628"
"242","Minimizing the Annotation Effort for Detecting Wildlife in Camera Trap Images with Active Learning","Estimating the intensity of use by interacting predators and prey using camera traps","0.241758241758242"
"243","Automatic Camera Trap Classification Using Wildlife-Specific Deep Learning in Nilgai Management","Automatic camera-based identification and 3-D reconstruction of electrode positions in electrocardiographic imaging","0.289855072463768"
"244","Train Fast While Reducing False Positives: Improving Animal Classification Performance Using Convolutional Neural Networks","Where should cameras look at soccer games: Improving smoothness using the overlapped hidden Markov model","0.1875"
"245","Desert bighorn sheep (Ovis canadensis) recognition from camera traps based on learned features","Deep Learning Object Detection Methods for Ecological Camera Trap Data","0.209876543209877"
"246","Iterative Human and Automated Identification of Wildlife Images","Camera Angle and Photographic Identification of Individual Striped Skunks","0.323529411764706"
"247","U-Infuse: Democratization of Customizable AI for Object Detection","U-Infuse: Democratization of Customizable Deep Learning for Object Detection","0.598540145985402"
"248","Automated Image Recognition for Wildlife Camera Traps: Making it Work for You","Effect of Lure on Detecting Mammals with Camera Traps","0.279069767441861"
"249","Sequence Information Channel Concatenation for Improving Camera Trap Image Burst Classification","Constrained Multiple Planar Reconstruction for Automatic Camera Calibration of Intelligent Vehicles","0.216494845360825"
"250","Synthetic examples improve generalization for rare classes","Automatically Stereoscopic Camera Control for 3D Animation Production","0.251968503937008"
"251","“How many images do I need?” Understanding how sample size per class affects deep learning model performance metrics for balanced designs in autonomous wildlife monitoring","Estimating Species Richness and Modelling Habitat Preferences of Tropical Forest Mammals from Camera Trap Data","0.142857142857143"
"252","Dynamic Programming Selection of Object Proposals for Sequence-Level Animal Species Classification in the Wild","Context-based camera selection from multiple video streams","0.204819277108434"
"253","Fast human-animal detection from highly cluttered camera-trap images using joint background modeling and deep learning classification","Capturing and Marking Raccoons for Individual Recognition in Camera Studies using Tail-fur Clipping and Dyes","0.151260504201681"
"254","Sorting camera trap images","Testing camera traps as a potential tool for detecting nest predation of birds in a tropical rainforest environment","0.226950354609929"
"255","Individual identification of wild giant pandas from camera trap photos – a systematic and hierarchical approach","Individual identification of wild giant pandas from camera trap photos - a systematic and hierarchical approach","0.65158371040724"
"256","Animal identification in low quality camera-trap images using very deep convolutional neural networks and confidence thresholds","Distribution patterns of wild felids (Carnivora: Felidae) in the dry tropics of Central-Western Mexico","0.169642857142857"
"257","Efficient pipeline for camera trap image review","Automatic display of remote camera image","0.275862068965517"
